Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
Gill P.,56367066800;,"Role of short tandem repeat DNA in forensic casework in the UK - Past, present, and future perspectives",2002,BioTechniques,32,2,,366,385,,91,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036158606&partnerID=40&md5=320f3a657ad72812200d482f22328727,"Forensic Science Service, Trident Court, Birmingham B37 7YN, United Kingdom","Gill, P., Forensic Science Service, Trident Court, Birmingham B37 7YN, United Kingdom",,"Cells; Database systems; DNA sequences; Mixtures; Short tandem repeat; DNA; chromosome translocation; data base; DNA fingerprinting; DNA sequence; DNA transfer; forensic medicine; forensic science; genetic disorder; masking; polymerase chain reaction; practice guideline; review; sensitivity and specificity; somatic mutation; tandem repeat; trisomy; United Kingdom; validation process; Databases, Nucleic Acid; DNA; DNA Fingerprinting; Forensic Medicine; Humans; Polymerase Chain Reaction; Sensitivity and Specificity; Tandem Repeat Sequences","Gill, P.; Forensic Science Service, Trident Court, Birmingham B37 7YN, United Kingdom; email: dnapgill@compuserve.com",Review,Final,,Scopus,2-s2.0-0036158606,,IFSMS 2004,Biological Evidence-DNA,Biological Evidence-DNA
"Evett I.W., Buffery C., Willott G., Stoney D.",35575837900;9043961800;6602494730;6701362372;,A guide to interpreting single locus profiles of DNA mixtures in forensic cases,1991,Journal of the Forensic Science Society,31,1,,41,47,,66,10.1016/S0015-7368(91)73116-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025891945&doi=10.1016%2fS0015-7368%2891%2973116-2&partnerID=40&md5=a6e51544fa05a9d821fbf0d8ba3e6261,"Central Research and Support Establishment, Home Office Forensic Science Service, Aldermaston, Reading, Berkshire, RG7 4PN, United Kingdom; Metropolitan Police Forensic Science Laboratory, 109 Lambeth Road, London, SE1 7LP, United Kingdom; University of Illinois, Box 6998: M/C 865, Chicago, Illinois, 60680, United States","Evett, I.W., Central Research and Support Establishment, Home Office Forensic Science Service, Aldermaston, Reading, Berkshire, RG7 4PN, United Kingdom; Buffery, C., Metropolitan Police Forensic Science Laboratory, 109 Lambeth Road, London, SE1 7LP, United Kingdom; Willott, G., Metropolitan Police Forensic Science Laboratory, 109 Lambeth Road, London, SE1 7LP, United Kingdom; Stoney, D., University of Illinois, Box 6998: M/C 865, Chicago, Illinois, 60680, United States",DNA; Probability; RFLP; SLP; Statistics; VNTR,article; body fluid; DNA probe; human; human tissue; probability; statistics,"Evett, I.W.; Central Research and Support Establishment, Home Office Forensic Science Service, Aldermaston, Reading, Berkshire, RG7 4PN, United Kingdom",Note,Final,,Scopus,2-s2.0-0025891945,,IFSMS 2004,Biological Evidence-DNA,Biological Evidence-DNA
"Gill P., Sparkes R., Pinchin R., Clayton T., Whitaker J., J. Buckleton",56367066800;7102994939;6602749389;35725185100;7202748638;55664561200;,Interpreting simple STR mixtures using allele peak areas,1998,Forensic Science International,91,1,,41,53,,111,10.1016/S0379-0738(97)00174-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032498298&doi=10.1016%2fS0379-0738%2897%2900174-6&partnerID=40&md5=205fc00d85042fe92ac96dfee75f645c,"Forensic Science Service, Priory House, Gooch Street North, Birmingham B56QQ, United Kingdom; Forensic Science Service, Wetherby Lab., Sandbeck Way, A., Wetherby, West Yorkshire LS22 4DN, United Kingdom; ESR:Forensic, Mt Albert Sci. Ctr., Priv. B., Auckland, New Zealand","Gill, P., Forensic Science Service, Priory House, Gooch Street North, Birmingham B56QQ, United Kingdom; Sparkes, R., Forensic Science Service, Priory House, Gooch Street North, Birmingham B56QQ, United Kingdom; Pinchin, R., Forensic Science Service, Priory House, Gooch Street North, Birmingham B56QQ, United Kingdom; Clayton, T., Forensic Science Service, Wetherby Lab., Sandbeck Way, A., Wetherby, West Yorkshire LS22 4DN, United Kingdom; Whitaker, J., Forensic Science Service, Wetherby Lab., Sandbeck Way, A., Wetherby, West Yorkshire LS22 4DN, United Kingdom; J. Buckleton, ESR:Forensic, Mt Albert Sci. Ctr., Priv. B., Auckland, New Zealand",Mixtures; Multiplex; PCR; STR,"allele; article; gene locus; gene sequence; genetic analysis; polymerase chain reaction; priority journal; statistical model; tandem repeat; Alleles; DNA; DNA Primers; Genetic Markers; Genotype; Humans; Likelihood Functions; Polymerase Chain Reaction; Polymorphism, Genetic; Repetitive Sequences, Nucleic Acid","Gill, P.; Forensic Science Service, Priory House, Gooch Street North, Birmingham B5 6QQ, United Kingdom",Article,Final,,Scopus,2-s2.0-0032498298,,IFSMS 2004,Biological Evidence-DNA,Biological Evidence-DNA
"Bill M., Gill P., Curran J., Clayton T., Pinchin R., Healy M., Buckleton J.",6701310724;56367066800;7202581511;35725185100;6602749389;7101770938;7004069583;,PENDULUM - A guideline-based approach to the interpretation of STR mixtures,2005,Forensic Science International,148,02-Mar,,181,189,,65,10.1016/j.forsciint.2004.06.037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-11444250398&doi=10.1016%2fj.forsciint.2004.06.037&partnerID=40&md5=92cefb31935e489a5990971dd0295279,"The Forensic Science Service, Trident Court, Solihull Pkwy., Birmingham Bus. P., United Kingdom; Department of Statistics, University of Waikato, Priv. Bag 3105, Hamilton, New Z., New Zealand; The Forensic Science Service, Sanbeck Way, Audby Ln., Wetherby, W. Y., United Kingdom; ESR, Private Bag 92021, Auckland, New Zealand, New Zealand","Bill, M., The Forensic Science Service, Trident Court, Solihull Pkwy., Birmingham Bus. P., United Kingdom; Gill, P., The Forensic Science Service, Trident Court, Solihull Pkwy., Birmingham Bus. P., United Kingdom; Curran, J., Department of Statistics, University of Waikato, Priv. Bag 3105, Hamilton, New Z., New Zealand; Clayton, T., The Forensic Science Service, Sanbeck Way, Audby Ln., Wetherby, W. Y., United Kingdom; Pinchin, R., The Forensic Science Service, Trident Court, Solihull Pkwy., Birmingham Bus. P., United Kingdom; Healy, M., The Forensic Science Service, Trident Court, Solihull Pkwy., Birmingham Bus. P., United Kingdom; Buckleton, J., ESR, Private Bag 92021, Auckland, New Zealand, New Zealand",Expert system; Mixture; PENDULUM; STR,article; autoanalysis; calculation; computer program; decision making; DNA determination; genotype; heterozygote; maximum likelihood method; practice guideline; priority journal; regression analysis; Algorithms; DNA Fingerprinting; Genotype; Heterozygote; Humans; Least-Squares Analysis; Likelihood Functions; Reproducibility of Results; Software; Tandem Repeat Sequences,"The Forensic Science Service, Trident Court, Solihull Pkwy., Birmingham Bus. P.United Kingdom",Article,Final,,Scopus,2-s2.0-11444250398,,IFSMS 2004,Biological Evidence-DNA,Biological Evidence-DNA
"Perlin M.W., Szabady B.",7005741892;6506683869;,Linear mixture analysis: A mathematical approach to resolving mixed DNA samples,2001,Journal of Forensic Sciences,46,6,,1372,1378,,63,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034763741&partnerID=40&md5=de20602cc32b190eb3ec948153ea9c84,"Department of Cybergenetics, 160 North Craig Street, Pittsburgh, PA 15213, United States","Perlin, M.W., Department of Cybergenetics, 160 North Craig Street, Pittsburgh, PA 15213, United States; Szabady, B., Department of Cybergenetics, 160 North Craig Street, Pittsburgh, PA 15213, United States",Criminal casework; DNA database; DNA mixture; DNA typing; Forensic science; Heuristic algorithm; Least squares; Linear algebra; Mathematics; STR,"DNA; article; criminology; DNA determination; forensic science; mathematical analysis; polymerase chain reaction; priority journal; statistical model; Algorithms; DNA; Forensic Medicine; Humans; Linear Models; Models, Genetic; Polymerase Chain Reaction; Tandem Repeat Sequences","Perlin, M.W.; Department of Cybergenetics, 160 North Craig Street, Pittsburgh, PA 15213, United States",Article,Final,,Scopus,2-s2.0-0034763741,,IFSMS 2004,Biological Evidence-DNA,Biological Evidence-DNA
"Tully G., Barritt S.M., Bender K., Brignon E., Capelli C., Dimo-Simonin N., Eichmann C., Ernst C.M., Lambert C., Lareu M.V., Ludes B., Mevag B., Parson W., Pfeiffer H., Salas A., Schneider P.M., Staalstrom E.",7003346658;6602688284;57197208813;6505692869;7004189634;56635635200;8636649200;57205782017;57213080636;57211086386;7006084980;6602671678;8633967500;12809628400;7102443063;7402107060;6506752676;,Results of a collaborative study of the EDNAP group regarding mitochondrial DNA heteroplasmy and segregation in hair shafts,2004,Forensic Science International,140,1,,1,11,,52,10.1016/S0379-0738(03)00181-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-10744223541&doi=10.1016%2fS0379-0738%2803%2900181-6&partnerID=40&md5=ccbc637de514e229d5666c92ba8c4c6d,"Forensic Science Service, Solihull Pkwy., Birmingham Bus. Pk., Solihull B37 7YN, United Kingdom; CODGENE Laboratory, 11, Rue Humann, 67085, Strasbourg, France; Inst. Univ. de Medecine Legale, Rue de Bugnon 21, CH-1005 Lausanne, Switzerland; Faculty of Medicine, Institute of Legal Medicine, c/San Fransisco s/n, 15705 Santiago de Compestela, Spain; Institute of Legal Medicine, University of Mainz, Am Pulverturm 3, D 55131 Mainz, Germany; Institut fuer Gerichtliche Medizin, DNA-Labor, Universitaet Innsbruck, Muellerstrasse 44, A-6020 Innsbruck, Austria; Institut fuer Rechtsmedizjn, Universitaet Muenster, Von-Esmarch Strasse 62, D-48149 Muenster, Germany; Rettsmedisinsk Institutt, Rikshospitalet, 0027 Oslo, Norway; Department of the Army, Armed Forces Institute of Pathology, DNA Identification Laboratory, 1413 Research Boulevard, Rockville, MD 209850, United States; Istituto di Midicina Legale, Universita Cattoilca del Sacro Cuore, Largo F. Vito 1, 00168 Rome, Italy","Tully, G., Forensic Science Service, Solihull Pkwy., Birmingham Bus. Pk., Solihull B37 7YN, United Kingdom; Barritt, S.M., Department of the Army, Armed Forces Institute of Pathology, DNA Identification Laboratory, 1413 Research Boulevard, Rockville, MD 209850, United States; Bender, K., Institute of Legal Medicine, University of Mainz, Am Pulverturm 3, D 55131 Mainz, Germany; Brignon, E., CODGENE Laboratory, 11, Rue Humann, 67085, Strasbourg, France; Capelli, C., Istituto di Midicina Legale, Universita Cattoilca del Sacro Cuore, Largo F. Vito 1, 00168 Rome, Italy; Dimo-Simonin, N., Inst. Univ. de Medecine Legale, Rue de Bugnon 21, CH-1005 Lausanne, Switzerland; Eichmann, C., Institut fuer Gerichtliche Medizin, DNA-Labor, Universitaet Innsbruck, Muellerstrasse 44, A-6020 Innsbruck, Austria; Ernst, C.M., Department of the Army, Armed Forces Institute of Pathology, DNA Identification Laboratory, 1413 Research Boulevard, Rockville, MD 209850, United States; Lambert, C., Forensic Science Service, Solihull Pkwy., Birmingham Bus. Pk., Solihull B37 7YN, United Kingdom; Lareu, M.V., Faculty of Medicine, Institute of Legal Medicine, c/San Fransisco s/n, 15705 Santiago de Compestela, Spain; Ludes, B., CODGENE Laboratory, 11, Rue Humann, 67085, Strasbourg, France; Mevag, B., Rettsmedisinsk Institutt, Rikshospitalet, 0027 Oslo, Norway; Parson, W., Institut fuer Gerichtliche Medizin, DNA-Labor, Universitaet Innsbruck, Muellerstrasse 44, A-6020 Innsbruck, Austria; Pfeiffer, H., Institut fuer Rechtsmedizjn, Universitaet Muenster, Von-Esmarch Strasse 62, D-48149 Muenster, Germany; Salas, A., Faculty of Medicine, Institute of Legal Medicine, c/San Fransisco s/n, 15705 Santiago de Compestela, Spain; Schneider, P.M., Institute of Legal Medicine, University of Mainz, Am Pulverturm 3, D 55131 Mainz, Germany; Staalstrom, E., Rettsmedisinsk Institutt, Rikshospitalet, 0027 Oslo, Norway",Hair; Heteroplasmy; Mitochondrial DNA; Mutation; Segregation,mitochondrial DNA; article; blood cell; cheek; DNA fingerprinting; DNA sequence; electrophoresis; gene segregation; hair; heteroplasmy; human; priority journal; reproducibility,"Tully, G.; Forensic Science Service, Solihull Pkwy., Birmingham Bus. Pk., Solihull B37 7YN, United Kingdom; email: gtu@fss.pnn.police.uk",Article,Final,,Scopus,2-s2.0-10744223541,,IFSMS 2004,Biological Evidence-DNA,Biological Evidence-DNA
"Linch C.A., Whiting D.A., Holland M.M.",7801365651;7103185037;7201661487;,Human hair histogenesis for the mitochondrial DNA forensic scientist,2001,Journal of Forensic Sciences,46,4,,844,853,,76,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034961165&partnerID=40&md5=575f37f60407131749d4e09a34bcedaa,"Division of Forensic Science, Richmond, VA, United States; Baylor Hair Research and Treatment Center, Dallas, TX, United States; Scientific Laboratory, Armed Forces DNA Identification Laboratory, AFIP, Rockville, MD, United States; Bode Technology Group, Springfield, VA, United States","Linch, C.A., Division of Forensic Science, Richmond, VA, United States; Whiting, D.A., Baylor Hair Research and Treatment Center, Dallas, TX, United States; Holland, M.M., Scientific Laboratory, Armed Forces DNA Identification Laboratory, AFIP, Rockville, MD, United States, Bode Technology Group, Springfield, VA, United States",Forensic DNA; Forensic hair comparison; Forensic science; Hair biology; Hair development; Hair DNA; Hair microscopy; Mitochondrial DNA; mtDNA; mtDNA heteroplasmy,"mitochondrial DNA; conference paper; DNA sequence; embryo development; forensic identification; forensic science; hair; hair growth; histogenesis; histology; human; microscopy; priority journal; sequence analysis; Cell Differentiation; DNA Fingerprinting; DNA, Mitochondrial; Forensic Medicine; Hair; Humans; Pigmentation","Linch, C.A.; Division of Forensic Science, P.O. Box 999, Richmond, VA 23218, United States; email: clinch@dfs.state.va.us",Conference Paper,Final,,Scopus,2-s2.0-0034961165,,IFSMS 2004,Biological Evidence-DNA,Biological Evidence-DNA
"Parsons T.J., Muniec D.S., Sullivan K., Woodyatt N., Alliston-Greiner R., Wilson M.R., Berry D.L., Holland K.A., Weedn V.W., Gill P., Holland M.M.",15623693900;6505765006;7402381236;57207676012;6504504791;7408663801;7402256617;7103389927;6701365658;56367066800;7201661487;,A high observed substitution rate in the human mitochondrial DNA control region,1997,Nature Genetics,15,4,,363,368,,355,10.1038/ng0497-363,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030898192&doi=10.1038%2fng0497-363&partnerID=40&md5=c9401dfa63785e70b05c83fc9c5a4f8d,"Armed Forces DNA Identification Lab., Off. Armed Forces Med. Examiner, Armed Forces Institute of Pathology, 1413 Research Blvd., Rockville, MD 20850, United States; Forensic Science Service, Priory House, Gooch Street North, Birmingham, United Kingdom; FBI Laboratory, Washington, DC 20535, United States; Department of Chemistry, Gettysburg College, Gettysburg, PA 17325, United States","Parsons, T.J., Armed Forces DNA Identification Lab., Off. Armed Forces Med. Examiner, Armed Forces Institute of Pathology, 1413 Research Blvd., Rockville, MD 20850, United States; Muniec, D.S., Armed Forces DNA Identification Lab., Off. Armed Forces Med. Examiner, Armed Forces Institute of Pathology, 1413 Research Blvd., Rockville, MD 20850, United States; Sullivan, K., Forensic Science Service, Priory House, Gooch Street North, Birmingham, United Kingdom; Woodyatt, N., Forensic Science Service, Priory House, Gooch Street North, Birmingham, United Kingdom; Alliston-Greiner, R., Forensic Science Service, Priory House, Gooch Street North, Birmingham, United Kingdom; Wilson, M.R., FBI Laboratory, Washington, DC 20535, United States; Berry, D.L., Department of Chemistry, Gettysburg College, Gettysburg, PA 17325, United States; Holland, K.A., Department of Chemistry, Gettysburg College, Gettysburg, PA 17325, United States; Weedn, V.W., Armed Forces DNA Identification Lab., Off. Armed Forces Med. Examiner, Armed Forces Institute of Pathology, 1413 Research Blvd., Rockville, MD 20850, United States; Gill, P., Forensic Science Service, Priory House, Gooch Street North, Birmingham, United Kingdom; Holland, M.M., Armed Forces DNA Identification Lab., Off. Armed Forces Med. Examiner, Armed Forces Institute of Pathology, 1413 Research Blvd., Rockville, MD 20850, United States",,"mitochondrial dna; article; biodiversity; controlled study; dna determination; dna sequence; evolution; forensic identification; gene mutation; human; human cell; human tissue; nucleic acid base substitution; pedigree; phylogeny; polymerase chain reaction; priority journal; Animals; Base Sequence; Child; DNA, Mitochondrial; Female; Hominidae; Humans; Male; Mutagenesis; Pedigree; Sequence Analysis, DNA; Variation (Genetics)","Parsons, T.J.; Armed Forces DNA Identification Lab., Office of Armed Forces Med. Examiner, Armed Forces Institute of Pathology, 1413 Research Blvd., Rockville, MD 20850, United States",Article,Final,,Scopus,2-s2.0-0030898192,,IFSMS 2004,Biological Evidence-DNA,Biological Evidence-DNA
"Salas A., Lareu M.V., Carracedo A.",7102443063;57211086386;7006062179;,Heteroplasmy in mtDNA and the weight of evidence in forensic mtDNA analysis: A case report,2001,International Journal of Legal Medicine,114,3,,186,190,,60,10.1007/s004140000164,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035116598&doi=10.1007%2fs004140000164&partnerID=40&md5=dddcf19138e4d58c29499e0be4760c32,"Institute of Legal Medicine, Faculty of Medicine, University of Santiago de Compostela, C/ San Francisco s/n, 15705 Santiago de Compostela, Spain","Salas, A., Institute of Legal Medicine, Faculty of Medicine, University of Santiago de Compostela, C/ San Francisco s/n, 15705 Santiago de Compostela, Spain; Lareu, M.V., Institute of Legal Medicine, Faculty of Medicine, University of Santiago de Compostela, C/ San Francisco s/n, 15705 Santiago de Compostela, Spain; Carracedo, A., Institute of Legal Medicine, Faculty of Medicine, University of Santiago de Compostela, C/ San Francisco s/n, 15705 Santiago de Compostela, Spain",Control region; Hair shafts; Heteroplasmy; Hypervariable regions; MtDNA,"mitochondrial DNA; article; diagnostic value; DNA determination; DNA sequence; forensic medicine; human; human tissue; priority journal; DNA, Mitochondrial; Female; Forensic Medicine; Hair; Humans; Mutation; Regulatory Sequences, Nucleic Acid; Sequence Analysis, DNA","Carracedo, A.; Institute of Legal Medicine, Faculty of Medicine, University of Santiago de Compostela, C/San Francisco s/n, 15705 Santiago de Compostela, Spain; email: apimlang@uscmail.usc.es",Article,Final,,Scopus,2-s2.0-0035116598,,IFSMS 2004,Biological Evidence-DNA,Biological Evidence-DNA
"Calloway C.D., Reynolds R.L., Herrin Jr. G.L., Anderson W.W.",6604007265;7401828179;7003339219;7403923658;,The frequency of heteroplasmy in the HVII region of mtDNA differs across tissue types and increases with age,2000,American Journal of Human Genetics,66,4,,1384,1397,,124,10.1086/302844,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033941178&doi=10.1086%2f302844&partnerID=40&md5=301d00d265ba6c264f4ff560e13a959d,"Department of Genetics, University of Georgia, Athens, GA, United States; Department of Human Genetics, Roche Molecular Systems, Alameda, CA, United States; GA Bur. of Invest. Div. of Forensic, Decatur, GA, United States; Roche Molecular Systems, 1145 Atlantic Avenue, Alameda, CA 94501, United States","Calloway, C.D., Department of Genetics, University of Georgia, Athens, GA, United States, Department of Human Genetics, Roche Molecular Systems, Alameda, CA, United States, Roche Molecular Systems, 1145 Atlantic Avenue, Alameda, CA 94501, United States; Reynolds, R.L., Department of Human Genetics, Roche Molecular Systems, Alameda, CA, United States; Herrin Jr., G.L., GA Bur. of Invest. Div. of Forensic, Decatur, GA, United States; Anderson, W.W., Department of Genetics, University of Georgia, Athens, GA, United States",,mitochondrial DNA; adolescent; adult; age; aged; article; blood; brain tissue; child; female; genetic polymorphism; human; human tissue; male; muscle tissue; oligonucleotide probe; priority journal; sequence analysis,"Calloway, C.D.; Roche Molecular Systems, 1145 Atlantic Avenue, Alameda, CA 94501, United States; email: Sandy.Calloway@Roche.com",Article,Final,Open Access,Scopus,2-s2.0-0033941178,,IFSMS 2004,Biological Evidence-DNA,Biological Evidence-DNA
